"url","http_status","title","meta_description","canonical_url","h1","robots_directives","open_graph_metadata","social_metadata","structured_data","captured_at_utc","qa_status","notes"
"https://www.40daysofholiness.com/day19","200","day-19 - A Juneteenth for Christians | 40 Days of Holiness","Darrell Stetler II teaches on the topic of God","https://www.40daysofholiness.com/day19","Day 19 -&nbsp;A Juneteenth for Christians","","{""og:title"":""day-19 - A Juneteenth for Christians | 40 Days of Holiness"",""og:description"":""Darrell Stetler II teaches on the topic of God"",""og:image"":""https://static.wixstatic.com/media/3d5cce_c466bd8efdba4be68aea75f247448aeb%7Emv2.jpg/v1/fit/w_2500,h_1330,al_c/3d5cce_c466bd8efdba4be68aea75f247448aeb%7Emv2.jpg"",""og:image:width"":""2500"",""og:image:height"":""1330"",""og:url"":""https://www.40daysofholiness.com/day19"",""og:site_name"":""40 Days of Holiness"",""og:type"":""website""}","{""twitter:card"":""summary_large_image"",""twitter:title"":""day-19 - A Juneteenth for Christians | 40 Days of Holiness"",""twitter:description"":""Darrell Stetler II teaches on the topic of God"",""twitter:image"":""https://static.wixstatic.com/media/3d5cce_c466bd8efdba4be68aea75f247448aeb%7Emv2.jpg/v1/fit/w_2500,h_1330,al_c/3d5cce_c466bd8efdba4be68aea75f247448aeb%7Emv2.jpg""}","","2026-08-25T06:46:45.795Z","NOT_TESTED",""
"https://www.40daysofholiness.com/day20","200","Day 20 - How to Make a Full Surrender | 40 Days of Holiness","Darrell Stetler II teaches on the topic of God","https://www.40daysofholiness.com/day20","Day 20 - How to Make a Full Surrender","","{""og:title"":""Day 20 - How to Make a Full Surrender | 40 Days of Holiness"",""og:description"":""Darrell Stetler II teaches on the topic of God"",""og:image"":""https://static.wixstatic.com/media/3d5cce_c466bd8efdba4be68aea75f247448aeb%7Emv2.jpg/v1/fit/w_2500,h_1330,al_c/3d5cce_c466bd8efdba4be68aea75f247448aeb%7Emv2.jpg"",""og:image:width"":""2500"",""og:image:height"":""1330"",""og:url"":""https://www.40daysofholiness.com/day20"",""og:site_name"":""40 Days of Holiness"",""og:type"":""website""}","{""twitter:card"":""summary_large_image"",""twitter:title"":""Day 20 - How to Make a Full Surrender | 40 Days of Holiness"",""twitter:description"":""Darrell Stetler II teaches on the topic of God"",""twitter:image"":""https://static.wixstatic.com/media/3d5cce_c466bd8efdba4be68aea75f247448aeb%7Emv2.jpg/v1/fit/w_2500,h_1330,al_c/3d5cce_c466bd8efdba4be68aea75f247448aeb%7Emv2.jpg""}","","2026-08-25T06:46:46.838Z","NOT_TESTED",""
"https://www.40daysofholiness.com/day21","200","Day 21 - Holiness is a Further Cleansing | 40 Days of Holiness","Darrell Stetler II teaches on the topic of God","https://www.40daysofholiness.com/day21","Day 21 - Holiness is a Further Cleansing After Salvation","","{""og:title"":""Day 21 - Holiness is a Further Cleansing | 40 Days of Holiness"",""og:description"":""Darrell Stetler II teaches on the topic of God"",""og:image"":""https://static.wixstatic.com/media/3d5cce_c466bd8efdba4be68aea75f247448aeb%7Emv2.jpg/v1/fit/w_2500,h_1330,al_c/3d5cce_c466bd8efdba4be68aea75f247448aeb%7Emv2.jpg"",""og:image:width"":""2500"",""og:image:height"":""1330"",""og:url"":""https://www.40daysofholiness.com/day21"",""og:site_name"":""40 Days of Holiness"",""og:type"":""website""}","{""twitter:card"":""summary_large_image"",""twitter:title"":""Day 21 - Holiness is a Further Cleansing | 40 Days of Holiness"",""twitter:description"":""Darrell Stetler II teaches on the topic of God"",""twitter:image"":""https://static.wixstatic.com/media/3d5cce_c466bd8efdba4be68aea75f247448aeb%7Emv2.jpg/v1/fit/w_2500,h_1330,al_c/3d5cce_c466bd8efdba4be68aea75f247448aeb%7Emv2.jpg""}","","2026-08-25T06:46:46.929Z","NOT_TESTED",""
"https://www.40daysofholiness.com/day22","200","Day 22 - Being Filled with the Holy Spirit | 40 Days of Holiness","Darrell Stetler II teaches on the topic of God","https://www.40daysofholiness.com/day22","Day 22 - Being Filled with the Holy Spirit","","{""og:title"":""Day 22 - Being Filled with the Holy Spirit | 40 Days of Holiness"",""og:description"":""Darrell Stetler II teaches on the topic of God"",""og:image"":""https://static.wixstatic.com/media/3d5cce_c466bd8efdba4be68aea75f247448aeb%7Emv2.jpg/v1/fit/w_2500,h_1330,al_c/3d5cce_c466bd8efdba4be68aea75f247448aeb%7Emv2.jpg"",""og:image:width"":""2500"",""og:image:height"":""1330"",""og:url"":""https://www.40daysofholiness.com/day22"",""og:site_name"":""40 Days of Holiness"",""og:type"":""website""}","{""twitter:card"":""summary_large_image"",""twitter:title"":""Day 22 - Being Filled with the Holy Spirit | 40 Days of Holiness"",""twitter:description"":""Darrell Stetler II teaches on the topic of God"",""twitter:image"":""https://static.wixstatic.com/media/3d5cce_c466bd8efdba4be68aea75f247448aeb%7Emv2.jpg/v1/fit/w_2500,h_1330,al_c/3d5cce_c466bd8efdba4be68aea75f247448aeb%7Emv2.jpg""}","","2026-08-25T06:46:47.049Z","NOT_TESTED",""
"https://www.40daysofholiness.com/day23","200","Day 23 - Bringing Holiness to Perfection | 40 Days of Holiness","Darrell Stetler II teaches on the topic of God","https://www.40daysofholiness.com/day23","Day 23 - Holiness is Able to be Perfected or Completed","","{""og:title"":""Day 23 - Bringing Holiness to Perfection | 40 Days of Holiness"",""og:description"":""Darrell Stetler II teaches on the topic of God"",""og:image"":""https://static.wixstatic.com/media/3d5cce_c466bd8efdba4be68aea75f247448aeb%7Emv2.jpg/v1/fit/w_2500,h_1330,al_c/3d5cce_c466bd8efdba4be68aea75f247448aeb%7Emv2.jpg"",""og:image:width"":""2500"",""og:image:height"":""1330"",""og:url"":""https://www.40daysofholiness.com/day23"",""og:site_name"":""40 Days of Holiness"",""og:type"":""website""}","{""twitter:card"":""summary_large_image"",""twitter:title"":""Day 23 - Bringing Holiness to Perfection | 40 Days of Holiness"",""twitter:description"":""Darrell Stetler II teaches on the topic of God"",""twitter:image"":""https://static.wixstatic.com/media/3d5cce_c466bd8efdba4be68aea75f247448aeb%7Emv2.jpg/v1/fit/w_2500,h_1330,al_c/3d5cce_c466bd8efdba4be68aea75f247448aeb%7Emv2.jpg""}","","2026-08-25T06:46:47.138Z","NOT_TESTED",""
"https://www.40daysofholiness.com/day24","200","Day 24 - Salvation Was, Is, and Will Be| 40 Days of Holiness","Darrell Stetler II teaches on the topic of God","https://www.40daysofholiness.com/day24","Day 24 - Salvation Was, Is, and Will Be","","{""og:title"":""Day 24 - Salvation Was, Is, and Will Be| 40 Days of Holiness"",""og:description"":""Darrell Stetler II teaches on the topic of God"",""og:image"":""https://static.wixstatic.com/media/3d5cce_c466bd8efdba4be68aea75f247448aeb%7Emv2.jpg/v1/fit/w_2500,h_1330,al_c/3d5cce_c466bd8efdba4be68aea75f247448aeb%7Emv2.jpg"",""og:image:width"":""2500"",""og:image:height"":""1330"",""og:url"":""https://www.40daysofholiness.com/day24"",""og:site_name"":""40 Days of Holiness"",""og:type"":""website""}","{""twitter:card"":""summary_large_image"",""twitter:title"":""Day 24 - Salvation Was, Is, and Will Be| 40 Days of Holiness"",""twitter:description"":""Darrell Stetler II teaches on the topic of God"",""twitter:image"":""https://static.wixstatic.com/media/3d5cce_c466bd8efdba4be68aea75f247448aeb%7Emv2.jpg/v1/fit/w_2500,h_1330,al_c/3d5cce_c466bd8efdba4be68aea75f247448aeb%7Emv2.jpg""}","","2026-08-25T06:46:47.232Z","NOT_TESTED",""
"https://www.40daysofholiness.com/day25","200","Day 25 - Entire Sanctification | 40 Days of Holiness","Darrell Stetler II teaches on the topic of God","https://www.40daysofholiness.com/day25","Day 25 - Entire Sanctification","","{""og:title"":""Day 25 - Entire Sanctification | 40 Days of Holiness"",""og:description"":""Darrell Stetler II teaches on the topic of God"",""og:image"":""https://static.wixstatic.com/media/3d5cce_c466bd8efdba4be68aea75f247448aeb%7Emv2.jpg/v1/fit/w_2500,h_1330,al_c/3d5cce_c466bd8efdba4be68aea75f247448aeb%7Emv2.jpg"",""og:image:width"":""2500"",""og:image:height"":""1330"",""og:url"":""https://www.40daysofholiness.com/day25"",""og:site_name"":""40 Days of Holiness"",""og:type"":""website""}","{""twitter:card"":""summary_large_image"",""twitter:title"":""Day 25 - Entire Sanctification | 40 Days of Holiness"",""twitter:description"":""Darrell Stetler II teaches on the topic of God"",""twitter:image"":""https://static.wixstatic.com/media/3d5cce_c466bd8efdba4be68aea75f247448aeb%7Emv2.jpg/v1/fit/w_2500,h_1330,al_c/3d5cce_c466bd8efdba4be68aea75f247448aeb%7Emv2.jpg""}","","2026-08-25T06:46:47.354Z","NOT_TESTED",""
"https://www.40daysofholiness.com/day26","200","Day 26 - Holiness is the Sprinkling that Cleanses | 40 Days of Holiness","Darrell Stetler II teaches on the topic of God","https://www.40daysofholiness.com/day26","Holiness is the Sprinkling that Cleanses From Idols","","{""og:title"":""Day 26 - Holiness is the Sprinkling that Cleanses | 40 Days of Holiness"",""og:description"":""Darrell Stetler II teaches on the topic of God"",""og:image"":""https://static.wixstatic.com/media/3d5cce_c466bd8efdba4be68aea75f247448aeb%7Emv2.jpg/v1/fit/w_2500,h_1330,al_c/3d5cce_c466bd8efdba4be68aea75f247448aeb%7Emv2.jpg"",""og:image:width"":""2500"",""og:image:height"":""1330"",""og:url"":""https://www.40daysofholiness.com/day26"",""og:site_name"":""40 Days of Holiness"",""og:type"":""website""}","{""twitter:card"":""summary_large_image"",""twitter:title"":""Day 26 - Holiness is the Sprinkling that Cleanses | 40 Days of Holiness"",""twitter:description"":""Darrell Stetler II teaches on the topic of God"",""twitter:image"":""https://static.wixstatic.com/media/3d5cce_c466bd8efdba4be68aea75f247448aeb%7Emv2.jpg/v1/fit/w_2500,h_1330,al_c/3d5cce_c466bd8efdba4be68aea75f247448aeb%7Emv2.jpg""}","","2026-08-25T06:46:47.799Z","NOT_TESTED",""
"https://www.40daysofholiness.com/day27","200","Day 27 - Holiness is something to follow | 40 Days of Holiness","Darrell Stetler II teaches on the topic of God","https://www.40daysofholiness.com/day27","Day 27 - Holiness is something to follow","","{""og:title"":""Day 27 - Holiness is something to follow | 40 Days of Holiness"",""og:description"":""Darrell Stetler II teaches on the topic of God"",""og:image"":""https://static.wixstatic.com/media/3d5cce_c466bd8efdba4be68aea75f247448aeb%7Emv2.jpg/v1/fit/w_2500,h_1330,al_c/3d5cce_c466bd8efdba4be68aea75f247448aeb%7Emv2.jpg"",""og:image:width"":""2500"",""og:image:height"":""1330"",""og:url"":""https://www.40daysofholiness.com/day27"",""og:site_name"":""40 Days of Holiness"",""og:type"":""website""}","{""twitter:card"":""summary_large_image"",""twitter:title"":""Day 27 - Holiness is something to follow | 40 Days of Holiness"",""twitter:description"":""Darrell Stetler II teaches on the topic of God"",""twitter:image"":""https://static.wixstatic.com/media/3d5cce_c466bd8efdba4be68aea75f247448aeb%7Emv2.jpg/v1/fit/w_2500,h_1330,al_c/3d5cce_c466bd8efdba4be68aea75f247448aeb%7Emv2.jpg""}","","2026-08-25T06:46:47.889Z","NOT_TESTED",""
"https://www.40daysofholiness.com/day28","200","Day 28 - Collecting the Metaphors on holiness | 40 Days of Holiness","Darrell Stetler II teaches on the topic of God","https://www.40daysofholiness.com/day28","Day 28 - Collecting the Metaphors on Holiness","","{""og:title"":""Day 28 - Collecting the Metaphors on holiness | 40 Days of Holiness"",""og:description"":""Darrell Stetler II teaches on the topic of God"",""og:image"":""https://static.wixstatic.com/media/3d5cce_c466bd8efdba4be68aea75f247448aeb%7Emv2.jpg/v1/fit/w_2500,h_1330,al_c/3d5cce_c466bd8efdba4be68aea75f247448aeb%7Emv2.jpg"",""og:image:width"":""2500"",""og:image:height"":""1330"",""og:url"":""https://www.40daysofholiness.com/day28"",""og:site_name"":""40 Days of Holiness"",""og:type"":""website""}","{""twitter:card"":""summary_large_image"",""twitter:title"":""Day 28 - Collecting the Metaphors on holiness | 40 Days of Holiness"",""twitter:description"":""Darrell Stetler II teaches on the topic of God"",""twitter:image"":""https://static.wixstatic.com/media/3d5cce_c466bd8efdba4be68aea75f247448aeb%7Emv2.jpg/v1/fit/w_2500,h_1330,al_c/3d5cce_c466bd8efdba4be68aea75f247448aeb%7Emv2.jpg""}","","2026-08-25T06:46:48.478Z","NOT_TESTED",""
"https://www.40daysofholiness.com/day29","200","Day 29 - Surrendering the Bad Vs. Surrendering the Good | 40 Days of Holiness","Darrell Stetler II teaches on the topic of God","https://www.40daysofholiness.com/day29","Day 29 - Surrendering the Bad Vs. Surrendering the Good","","{""og:title"":""Day 29 - Surrendering the Bad Vs. Surrendering the Good | 40 Days of Holiness"",""og:description"":""Darrell Stetler II teaches on the topic of God"",""og:image"":""https://static.wixstatic.com/media/3d5cce_c466bd8efdba4be68aea75f247448aeb%7Emv2.jpg/v1/fit/w_2500,h_1330,al_c/3d5cce_c466bd8efdba4be68aea75f247448aeb%7Emv2.jpg"",""og:image:width"":""2500"",""og:image:height"":""1330"",""og:url"":""https://www.40daysofholiness.com/day29"",""og:site_name"":""40 Days of Holiness"",""og:type"":""website""}","{""twitter:card"":""summary_large_image"",""twitter:title"":""Day 29 - Surrendering the Bad Vs. Surrendering the Good | 40 Days of Holiness"",""twitter:description"":""Darrell Stetler II teaches on the topic of God"",""twitter:image"":""https://static.wixstatic.com/media/3d5cce_c466bd8efdba4be68aea75f247448aeb%7Emv2.jpg/v1/fit/w_2500,h_1330,al_c/3d5cce_c466bd8efdba4be68aea75f247448aeb%7Emv2.jpg""}","","2026-08-25T06:46:48.574Z","NOT_TESTED",""
"https://www.40daysofholiness.com/day30","200","Day 30 - Holiness As Wholeness | 40 Days of Holiness","Darrell Stetler II teaches on the topic of God","https://www.40daysofholiness.com/day30","Day 30 - Holiness As Wholeness","","{""og:title"":""Day 30 - Holiness As Wholeness | 40 Days of Holiness"",""og:description"":""Darrell Stetler II teaches on the topic of God"",""og:image"":""https://static.wixstatic.com/media/3d5cce_c466bd8efdba4be68aea75f247448aeb%7Emv2.jpg/v1/fit/w_2500,h_1330,al_c/3d5cce_c466bd8efdba4be68aea75f247448aeb%7Emv2.jpg"",""og:image:width"":""2500"",""og:image:height"":""1330"",""og:url"":""https://www.40daysofholiness.com/day30"",""og:site_name"":""40 Days of Holiness"",""og:type"":""website""}","{""twitter:card"":""summary_large_image"",""twitter:title"":""Day 30 - Holiness As Wholeness | 40 Days of Holiness"",""twitter:description"":""Darrell Stetler II teaches on the topic of God"",""twitter:image"":""https://static.wixstatic.com/media/3d5cce_c466bd8efdba4be68aea75f247448aeb%7Emv2.jpg/v1/fit/w_2500,h_1330,al_c/3d5cce_c466bd8efdba4be68aea75f247448aeb%7Emv2.jpg""}","","2026-08-25T06:46:48.674Z","NOT_TESTED",""
"https://www.40daysofholiness.com/day31","200","Day 31 - Holiness as Beholding Glory | 40 Days of Holiness","Darrell Stetler II teaches on the topic of God","https://www.40daysofholiness.com/day31","Day 31 - Holiness as Beholding Glory","","{""og:title"":""Day 31 - Holiness as Beholding Glory | 40 Days of Holiness"",""og:description"":""Darrell Stetler II teaches on the topic of God"",""og:image"":""https://static.wixstatic.com/media/3d5cce_c466bd8efdba4be68aea75f247448aeb%7Emv2.jpg/v1/fit/w_2500,h_1330,al_c/3d5cce_c466bd8efdba4be68aea75f247448aeb%7Emv2.jpg"",""og:image:width"":""2500"",""og:image:height"":""1330"",""og:url"":""https://www.40daysofholiness.com/day31"",""og:site_name"":""40 Days of Holiness"",""og:type"":""website""}","{""twitter:card"":""summary_large_image"",""twitter:title"":""Day 31 - Holiness as Beholding Glory | 40 Days of Holiness"",""twitter:description"":""Darrell Stetler II teaches on the topic of God"",""twitter:image"":""https://static.wixstatic.com/media/3d5cce_c466bd8efdba4be68aea75f247448aeb%7Emv2.jpg/v1/fit/w_2500,h_1330,al_c/3d5cce_c466bd8efdba4be68aea75f247448aeb%7Emv2.jpg""}","","2026-08-25T06:46:49.535Z","NOT_TESTED",""
"https://www.40daysofholiness.com/day32","200","Day 32 - Holiness as Empowerment | 40 Days of Holiness","Darrell Stetler II teaches on the topic of God","https://www.40daysofholiness.com/day32","Day 32 - Holiness as Empowerment","","{""og:title"":""Day 32 - Holiness as Empowerment | 40 Days of Holiness"",""og:description"":""Darrell Stetler II teaches on the topic of God"",""og:image"":""https://static.wixstatic.com/media/3d5cce_c466bd8efdba4be68aea75f247448aeb%7Emv2.jpg/v1/fit/w_2500,h_1330,al_c/3d5cce_c466bd8efdba4be68aea75f247448aeb%7Emv2.jpg"",""og:image:width"":""2500"",""og:image:height"":""1330"",""og:url"":""https://www.40daysofholiness.com/day32"",""og:site_name"":""40 Days of Holiness"",""og:type"":""website""}","{""twitter:card"":""summary_large_image"",""twitter:title"":""Day 32 - Holiness as Empowerment | 40 Days of Holiness"",""twitter:description"":""Darrell Stetler II teaches on the topic of God"",""twitter:image"":""https://static.wixstatic.com/media/3d5cce_c466bd8efdba4be68aea75f247448aeb%7Emv2.jpg/v1/fit/w_2500,h_1330,al_c/3d5cce_c466bd8efdba4be68aea75f247448aeb%7Emv2.jpg""}","","2026-08-25T06:46:50.226Z","NOT_TESTED",""
"https://www.40daysofholiness.com/day33","200","Day 33 - The Life of Holiness | 40 Days of Holiness","Darrell Stetler II teaches on the topic of God","https://www.40daysofholiness.com/day33","Day 33 - The Life of Holiness","","{""og:title"":""Day 33 - The Life of Holiness | 40 Days of Holiness"",""og:description"":""Darrell Stetler II teaches on the topic of God"",""og:image"":""https://static.wixstatic.com/media/3d5cce_c466bd8efdba4be68aea75f247448aeb%7Emv2.jpg/v1/fit/w_2500,h_1330,al_c/3d5cce_c466bd8efdba4be68aea75f247448aeb%7Emv2.jpg"",""og:image:width"":""2500"",""og:image:height"":""1330"",""og:url"":""https://www.40daysofholiness.com/day33"",""og:site_name"":""40 Days of Holiness"",""og:type"":""website""}","{""twitter:card"":""summary_large_image"",""twitter:title"":""Day 33 - The Life of Holiness | 40 Days of Holiness"",""twitter:description"":""Darrell Stetler II teaches on the topic of God"",""twitter:image"":""https://static.wixstatic.com/media/3d5cce_c466bd8efdba4be68aea75f247448aeb%7Emv2.jpg/v1/fit/w_2500,h_1330,al_c/3d5cce_c466bd8efdba4be68aea75f247448aeb%7Emv2.jpg""}","","2026-08-25T06:46:50.896Z","NOT_TESTED",""
"https://www.40daysofholiness.com/day34","200","Day 34 - Holiness in Life | 40 Days of Holiness","Darrell Stetler II teaches on the topic of God","https://www.40daysofholiness.com/day34","Day 34 - Holiness in Life","","{""og:title"":""Day 34 - Holiness in Life | 40 Days of Holiness"",""og:description"":""Darrell Stetler II teaches on the topic of God"",""og:image"":""https://static.wixstatic.com/media/3d5cce_c466bd8efdba4be68aea75f247448aeb%7Emv2.jpg/v1/fit/w_2500,h_1330,al_c/3d5cce_c466bd8efdba4be68aea75f247448aeb%7Emv2.jpg"",""og:image:width"":""2500"",""og:image:height"":""1330"",""og:url"":""https://www.40daysofholiness.com/day34"",""og:site_name"":""40 Days of Holiness"",""og:type"":""website""}","{""twitter:card"":""summary_large_image"",""twitter:title"":""Day 34 - Holiness in Life | 40 Days of Holiness"",""twitter:description"":""Darrell Stetler II teaches on the topic of God"",""twitter:image"":""https://static.wixstatic.com/media/3d5cce_c466bd8efdba4be68aea75f247448aeb%7Emv2.jpg/v1/fit/w_2500,h_1330,al_c/3d5cce_c466bd8efdba4be68aea75f247448aeb%7Emv2.jpg""}","","2026-08-25T06:46:51.009Z","NOT_TESTED",""
"https://www.40daysofholiness.com/day35","200","Day 35 - Holiness in Life - Holiness & the Mind | 40 Days of Holiness","Darrell Stetler II teaches on the topic of God","https://www.40daysofholiness.com/day35","Day 35 - Holiness & the Mind","","{""og:title"":""Day 35 - Holiness in Life - Holiness & the Mind | 40 Days of Holiness"",""og:description"":""Darrell Stetler II teaches on the topic of God"",""og:image"":""https://static.wixstatic.com/media/3d5cce_c466bd8efdba4be68aea75f247448aeb%7Emv2.jpg/v1/fit/w_2500,h_1330,al_c/3d5cce_c466bd8efdba4be68aea75f247448aeb%7Emv2.jpg"",""og:image:width"":""2500"",""og:image:height"":""1330"",""og:url"":""https://www.40daysofholiness.com/day35"",""og:site_name"":""40 Days of Holiness"",""og:type"":""website""}","{""twitter:card"":""summary_large_image"",""twitter:title"":""Day 35 - Holiness in Life - Holiness & the Mind | 40 Days of Holiness"",""twitter:description"":""Darrell Stetler II teaches on the topic of God"",""twitter:image"":""https://static.wixstatic.com/media/3d5cce_c466bd8efdba4be68aea75f247448aeb%7Emv2.jpg/v1/fit/w_2500,h_1330,al_c/3d5cce_c466bd8efdba4be68aea75f247448aeb%7Emv2.jpg""}","","2026-08-25T06:46:51.107Z","NOT_TESTED",""
"https://www.40daysofholiness.com/day36","200","Day 37 - Holiness in Life - Holiness & Emotions | 40 Days of Holiness","Darrell Stetler II teaches on the topic of God","https://www.40daysofholiness.com/day36","Day 36 - Holiness in Life - Holiness & the Will","","{""og:title"":""Day 37 - Holiness in Life - Holiness & Emotions | 40 Days of Holiness"",""og:description"":""Darrell Stetler II teaches on the topic of God"",""og:image"":""https://static.wixstatic.com/media/3d5cce_c466bd8efdba4be68aea75f247448aeb%7Emv2.jpg/v1/fit/w_2500,h_1330,al_c/3d5cce_c466bd8efdba4be68aea75f247448aeb%7Emv2.jpg"",""og:image:width"":""2500"",""og:image:height"":""1330"",""og:url"":""https://www.40daysofholiness.com/day36"",""og:site_name"":""40 Days of Holiness"",""og:type"":""website""}","{""twitter:card"":""summary_large_image"",""twitter:title"":""Day 37 - Holiness in Life - Holiness & Emotions | 40 Days of Holiness"",""twitter:description"":""Darrell Stetler II teaches on the topic of God"",""twitter:image"":""https://static.wixstatic.com/media/3d5cce_c466bd8efdba4be68aea75f247448aeb%7Emv2.jpg/v1/fit/w_2500,h_1330,al_c/3d5cce_c466bd8efdba4be68aea75f247448aeb%7Emv2.jpg""}","","2026-08-25T06:46:51.203Z","NOT_TESTED",""
"https://www.40daysofholiness.com/day37","200","Day 37 - Holiness in Life - Holiness & Emotions | 40 Days of Holiness","Darrell Stetler II teaches on the topic of God","https://www.40daysofholiness.com/day37","Day 37 - Holiness in Life - Holiness & Emotions","","{""og:title"":""Day 37 - Holiness in Life - Holiness & Emotions | 40 Days of Holiness"",""og:description"":""Darrell Stetler II teaches on the topic of God"",""og:image"":""https://static.wixstatic.com/media/3d5cce_c466bd8efdba4be68aea75f247448aeb%7Emv2.jpg/v1/fit/w_2500,h_1330,al_c/3d5cce_c466bd8efdba4be68aea75f247448aeb%7Emv2.jpg"",""og:image:width"":""2500"",""og:image:height"":""1330"",""og:url"":""https://www.40daysofholiness.com/day37"",""og:site_name"":""40 Days of Holiness"",""og:type"":""website""}","{""twitter:card"":""summary_large_image"",""twitter:title"":""Day 37 - Holiness in Life - Holiness & Emotions | 40 Days of Holiness"",""twitter:description"":""Darrell Stetler II teaches on the topic of God"",""twitter:image"":""https://static.wixstatic.com/media/3d5cce_c466bd8efdba4be68aea75f247448aeb%7Emv2.jpg/v1/fit/w_2500,h_1330,al_c/3d5cce_c466bd8efdba4be68aea75f247448aeb%7Emv2.jpg""}","","2026-08-25T06:46:51.305Z","NOT_TESTED",""
"https://www.40daysofholiness.com/day38","200","Day 38 - Holiness in Life - Holiness & Emotions II | 40 Days of Holiness","Darrell Stetler II teaches on the topic of God","https://www.40daysofholiness.com/day38","Day 38 - Holiness and Emotions II&nbsp; &nbsp; &nbsp;","","{""og:title"":""Day 38 - Holiness in Life - Holiness & Emotions II | 40 Days of Holiness"",""og:description"":""Darrell Stetler II teaches on the topic of God"",""og:image"":""https://static.wixstatic.com/media/3d5cce_c466bd8efdba4be68aea75f247448aeb%7Emv2.jpg/v1/fit/w_2500,h_1330,al_c/3d5cce_c466bd8efdba4be68aea75f247448aeb%7Emv2.jpg"",""og:image:width"":""2500"",""og:image:height"":""1330"",""og:url"":""https://www.40daysofholiness.com/day38"",""og:site_name"":""40 Days of Holiness"",""og:type"":""website""}","{""twitter:card"":""summary_large_image"",""twitter:title"":""Day 38 - Holiness in Life - Holiness & Emotions II | 40 Days of Holiness"",""twitter:description"":""Darrell Stetler II teaches on the topic of God"",""twitter:image"":""https://static.wixstatic.com/media/3d5cce_c466bd8efdba4be68aea75f247448aeb%7Emv2.jpg/v1/fit/w_2500,h_1330,al_c/3d5cce_c466bd8efdba4be68aea75f247448aeb%7Emv2.jpg""}","","2026-08-25T06:46:51.802Z","NOT_TESTED",""
"https://www.40daysofholiness.com/day39","200","Day 39 - Holiness in Life - Take Up Your Cross Daily | 40 Days of Holiness","Darrell Stetler II teaches on the topic of God","https://www.40daysofholiness.com/day39","Day 39 - Take up Your Cross Daily","","{""og:title"":""Day 39 - Holiness in Life - Take Up Your Cross Daily | 40 Days of Holiness"",""og:description"":""Darrell Stetler II teaches on the topic of God"",""og:image"":""https://static.wixstatic.com/media/3d5cce_c466bd8efdba4be68aea75f247448aeb%7Emv2.jpg/v1/fit/w_2500,h_1330,al_c/3d5cce_c466bd8efdba4be68aea75f247448aeb%7Emv2.jpg"",""og:image:width"":""2500"",""og:image:height"":""1330"",""og:url"":""https://www.40daysofholiness.com/day39"",""og:site_name"":""40 Days of Holiness"",""og:type"":""website""}","{""twitter:card"":""summary_large_image"",""twitter:title"":""Day 39 - Holiness in Life - Take Up Your Cross Daily | 40 Days of Holiness"",""twitter:description"":""Darrell Stetler II teaches on the topic of God"",""twitter:image"":""https://static.wixstatic.com/media/3d5cce_c466bd8efdba4be68aea75f247448aeb%7Emv2.jpg/v1/fit/w_2500,h_1330,al_c/3d5cce_c466bd8efdba4be68aea75f247448aeb%7Emv2.jpg""}","","2026-08-25T06:46:51.900Z","NOT_TESTED",""
"https://www.40daysofholiness.com/day40","200","Day 40 - The Claws of the Lion - Holiness and CS Lewis | 40 Days of Holiness","Darrell Stetler II teaches on the topic of God","https://www.40daysofholiness.com/day40","Day 40 - The Claws of the Lion","","{""og:title"":""Day 40 - The Claws of the Lion - Holiness and CS Lewis | 40 Days of Holiness"",""og:description"":""Darrell Stetler II teaches on the topic of God"",""og:image"":""https://static.wixstatic.com/media/3d5cce_c466bd8efdba4be68aea75f247448aeb%7Emv2.jpg/v1/fit/w_2500,h_1330,al_c/3d5cce_c466bd8efdba4be68aea75f247448aeb%7Emv2.jpg"",""og:image:width"":""2500"",""og:image:height"":""1330"",""og:url"":""https://www.40daysofholiness.com/day40"",""og:site_name"":""40 Days of Holiness"",""og:type"":""website""}","{""twitter:card"":""summary_large_image"",""twitter:title"":""Day 40 - The Claws of the Lion - Holiness and CS Lewis | 40 Days of Holiness"",""twitter:description"":""Darrell Stetler II teaches on the topic of God"",""twitter:image"":""https://static.wixstatic.com/media/3d5cce_c466bd8efdba4be68aea75f247448aeb%7Emv2.jpg/v1/fit/w_2500,h_1330,al_c/3d5cce_c466bd8efdba4be68aea75f247448aeb%7Emv2.jpg""}","","2026-08-25T06:46:52.925Z","NOT_TESTED",""
